datasetName,folderName,Image,Age,Gender,Race
AffectNet - Test,surprise,image0005930,26,Woman,white
AffectNet - Test,surprise,image0005954,49,Man,white
AffectNet - Test,surprise,image0005958,56,Woman,white
AffectNet - Test,surprise,image0005994,32,Woman,latino hispanic
AffectNet - Test,surprise,image0006002,39,Woman,white
AffectNet - Test,surprise,image0006016,26,Man,white
AffectNet - Test,surprise,image0006028,23,Woman,white
AffectNet - Test,surprise,image0006040,11,Woman,latino hispanic
AffectNet - Test,surprise,image0006081,40,Woman,latino hispanic
AffectNet - Test,surprise,image0006105,30,Man,white
AffectNet - Test,surprise,image0006134,39,Man,white
AffectNet - Test,surprise,image0006158,52,Man,latino hispanic
AffectNet - Test,surprise,image0006205,36,Man,white
AffectNet - Test,surprise,image0006222,27,Man,white
AffectNet - Test,surprise,image0006228,54,Man,latino hispanic
AffectNet - Test,surprise,image0006233,50,Man,latino hispanic
AffectNet - Test,surprise,image0006234,37,Woman,latino hispanic
AffectNet - Test,surprise,image0006245,28,Woman,asian
AffectNet - Test,surprise,image0006318,29,Woman,latino hispanic
AffectNet - Test,surprise,image0006343,34,Man,middle eastern
AffectNet - Test,surprise,image0006351,30,Woman,white
AffectNet - Test,surprise,image0006371,48,Man,white
AffectNet - Test,surprise,image0006388,27,Man,latino hispanic
AffectNet - Test,surprise,image0006391,27,Woman,white
AffectNet - Test,surprise,image0006398,33,Woman,latino hispanic
AffectNet - Test,surprise,image0006399,30,Man,white
AffectNet - Test,surprise,image0006413,45,Man,middle eastern
AffectNet - Test,surprise,image0006480,16,Woman,white
AffectNet - Test,surprise,image0006491,44,Woman,black
AffectNet - Test,surprise,image0006500,32,Woman,white
AffectNet - Test,surprise,image0006520,24,Man,asian
AffectNet - Test,surprise,image0006543,32,Woman,white
AffectNet - Test,surprise,image0006567,36,Woman,white
AffectNet - Test,surprise,image0006573,51,Man,middle eastern
AffectNet - Test,surprise,image0006616,26,Man,indian
AffectNet - Test,surprise,image0006659,28,Man,white
AffectNet - Test,surprise,image0006672,20,Man,white
AffectNet - Test,surprise,image0006713,32,Woman,white
AffectNet - Test,surprise,image0006778,27,Man,white
AffectNet - Test,surprise,image0006890,29,Man,asian
AffectNet - Test,surprise,image0006901,34,Woman,middle eastern
AffectNet - Test,surprise,image0006911,39,Woman,white
AffectNet - Test,surprise,image0006915,21,Man,asian
AffectNet - Test,surprise,image0006998,49,Man,middle eastern
AffectNet - Test,surprise,image0007081,26,Man,white
AffectNet - Test,surprise,image0007120,32,Man,latino hispanic
AffectNet - Test,surprise,image0007130,34,Woman,white
AffectNet - Test,surprise,image0007177,31,Man,white
AffectNet - Test,surprise,image0007245,37,Woman,asian
AffectNet - Test,surprise,image0007275,32,Man,white
AffectNet - Test,surprise,image0007283,26,Man,asian
AffectNet - Test,surprise,image0007296,27,Man,black
AffectNet - Test,surprise,image0007336,26,Man,latino hispanic
AffectNet - Test,surprise,image0007383,32,Woman,white
AffectNet - Test,surprise,image0007478,50,Man,white
AffectNet - Test,surprise,image0007511,33,Woman,white
AffectNet - Test,surprise,image0007564,31,Woman,asian
AffectNet - Test,surprise,image0007580,24,Woman,middle eastern
AffectNet - Test,surprise,image0007584,32,Woman,black
AffectNet - Test,surprise,image0007625,24,Man,latino hispanic
AffectNet - Test,surprise,image0007668,41,Man,white
AffectNet - Test,surprise,image0007692,32,Woman,black
AffectNet - Test,surprise,image0007703,23,Man,white
AffectNet - Test,surprise,image0007748,37,Woman,white
AffectNet - Test,surprise,image0007761,28,Man,white
AffectNet - Test,surprise,image0007765,29,Woman,asian
AffectNet - Test,surprise,image0007774,30,Man,white
AffectNet - Test,surprise,image0007814,45,Woman,white
AffectNet - Test,surprise,image0007839,23,Woman,white
AffectNet - Test,surprise,image0007860,31,Woman,black
AffectNet - Test,surprise,image0007874,25,Man,white
AffectNet - Test,surprise,image0007884,37,Woman,white
AffectNet - Test,surprise,image0007902,25,Man,black
AffectNet - Test,surprise,image0007930,33,Man,asian
AffectNet - Test,surprise,image0007970,34,Woman,white
AffectNet - Test,surprise,image0007978,37,Man,latino hispanic
AffectNet - Test,surprise,image0007984,25,Man,white
AffectNet - Test,surprise,image0008002,35,Man,asian
AffectNet - Test,surprise,image0008012,56,Man,indian
AffectNet - Test,surprise,image0008020,31,Man,white
AffectNet - Test,surprise,image0008021,21,Man,asian
AffectNet - Test,surprise,image0008040,31,Woman,latino hispanic
AffectNet - Test,surprise,image0008062,43,Man,latino hispanic
AffectNet - Test,surprise,image0008077,31,Woman,latino hispanic
AffectNet - Test,surprise,image0008082,23,Man,asian
AffectNet - Test,surprise,image0008101,29,Woman,asian
AffectNet - Test,surprise,image0008121,31,Woman,asian
AffectNet - Test,surprise,image0008128,22,Man,white
AffectNet - Test,surprise,image0008133,35,Man,black
AffectNet - Test,surprise,image0008175,37,Man,latino hispanic
AffectNet - Test,surprise,image0008204,45,Man,white
AffectNet - Test,surprise,image0008213,32,Woman,asian
AffectNet - Test,surprise,image0008253,29,Woman,asian
AffectNet - Test,surprise,image0008350,22,Woman,asian
AffectNet - Test,surprise,image0008412,25,Woman,white
AffectNet - Test,surprise,image0008455,33,Man,indian
AffectNet - Test,surprise,image0008458,34,Woman,white
AffectNet - Test,surprise,image0008462,41,Man,white
AffectNet - Test,surprise,image0008474,32,Man,middle eastern
AffectNet - Test,surprise,image0008489,29,Woman,white
AffectNet - Test,surprise,image0008531,32,Man,latino hispanic
AffectNet - Test,surprise,image0008543,42,Woman,asian
AffectNet - Test,surprise,image0008558,31,Man,white
AffectNet - Test,surprise,image0008606,39,Woman,white
AffectNet - Test,surprise,image0008621,39,Man,latino hispanic
AffectNet - Test,surprise,image0008689,26,Woman,white
AffectNet - Test,surprise,image0008784,43,Woman,white
AffectNet - Test,surprise,image0008836,19,Woman,asian
AffectNet - Test,surprise,image0008869,32,Man,asian
AffectNet - Test,surprise,image0008905,29,Woman,asian
AffectNet - Test,surprise,image0008939,42,Man,latino hispanic
AffectNet - Test,surprise,image0008945,42,Man,white
AffectNet - Test,surprise,image0008953,31,Man,asian
AffectNet - Test,surprise,image0008986,29,Man,black
AffectNet - Test,surprise,image0009033,28,Woman,asian
AffectNet - Test,surprise,image0009080,31,Woman,white
AffectNet - Test,surprise,image0009117,39,Man,asian
AffectNet - Test,surprise,image0009136,31,Woman,asian
AffectNet - Test,surprise,image0009227,43,Man,black
AffectNet - Test,surprise,image0009244,35,Woman,latino hispanic
AffectNet - Test,surprise,image0009251,32,Man,indian
AffectNet - Test,surprise,image0009252,38,Man,white
AffectNet - Test,surprise,image0009358,23,Man,asian
AffectNet - Test,surprise,image0009389,24,Man,black
AffectNet - Test,surprise,image0009394,35,Man,middle eastern
AffectNet - Test,surprise,image0009402,32,Woman,latino hispanic
AffectNet - Test,surprise,image0009429,26,Woman,white
AffectNet - Test,surprise,image0009438,32,Man,asian
AffectNet - Test,surprise,image0009488,23,Woman,white
AffectNet - Test,surprise,image0009500,28,Man,white
AffectNet - Test,surprise,image0009518,22,Man,white
AffectNet - Test,surprise,image0009521,46,Man,middle eastern
AffectNet - Test,surprise,image0009526,19,Man,asian
AffectNet - Test,surprise,image0009588,32,Woman,white
AffectNet - Test,surprise,image0009592,43,Man,white
AffectNet - Test,surprise,image0009637,41,Woman,white
AffectNet - Test,surprise,image0009650,28,Woman,white
AffectNet - Test,surprise,image0009666,25,Woman,white
AffectNet - Test,surprise,image0009677,25,Man,white
AffectNet - Test,surprise,image0009765,31,Woman,white
AffectNet - Test,surprise,image0009814,26,Woman,white
AffectNet - Test,surprise,image0009825,45,Man,indian
AffectNet - Test,surprise,image0009883,31,Woman,white
AffectNet - Test,surprise,image0009966,28,Man,white
AffectNet - Test,surprise,image0010019,39,Man,middle eastern
AffectNet - Test,surprise,image0010062,22,Man,white
AffectNet - Test,surprise,image0010074,32,Woman,latino hispanic
AffectNet - Test,surprise,image0010137,25,Man,white
AffectNet - Test,surprise,image0010174,34,Man,asian
AffectNet - Test,surprise,image0010219,27,Woman,white
AffectNet - Test,surprise,image0010220,24,Man,white
AffectNet - Test,surprise,image0010328,27,Man,white
AffectNet - Test,surprise,image0010335,31,Woman,white
AffectNet - Test,surprise,image0010340,17,Man,asian
AffectNet - Test,surprise,image0010343,28,Man,asian
AffectNet - Test,surprise,image0010368,51,Man,asian
AffectNet - Test,surprise,image0010372,52,Man,white
AffectNet - Test,surprise,image0010470,30,Man,latino hispanic
AffectNet - Test,surprise,image0010474,31,Man,white
AffectNet - Test,surprise,image0010485,27,Woman,white
AffectNet - Test,surprise,image0010490,36,Man,white
AffectNet - Test,surprise,image0010495,35,Man,white
AffectNet - Test,surprise,image0010531,30,Woman,white
AffectNet - Test,surprise,image0010543,36,Man,white
AffectNet - Test,surprise,image0010550,24,Man,white
AffectNet - Test,surprise,image0010568,13,Woman,white
AffectNet - Test,surprise,image0010577,26,Woman,white
AffectNet - Test,surprise,image0010633,32,Woman,white
AffectNet - Test,surprise,image0010670,28,Man,latino hispanic
AffectNet - Test,surprise,image0010710,25,Woman,black
AffectNet - Test,surprise,image0010762,34,Man,white
AffectNet - Test,surprise,image0010779,28,Woman,white
AffectNet - Test,surprise,image0010782,41,Man,asian
AffectNet - Test,surprise,image0010783,33,Man,latino hispanic
AffectNet - Test,surprise,image0010786,32,Woman,latino hispanic
AffectNet - Test,surprise,image0010804,31,Woman,white
AffectNet - Test,surprise,image0010853,16,Man,white
AffectNet - Test,surprise,image0010932,39,Woman,white
AffectNet - Test,surprise,image0010960,29,Man,white
AffectNet - Test,surprise,image0010980,35,Man,white
AffectNet - Test,surprise,image0011018,30,Woman,latino hispanic
AffectNet - Test,surprise,image0011030,26,Man,black
AffectNet - Test,surprise,image0011074,15,Woman,latino hispanic
AffectNet - Test,surprise,image0011075,16,Woman,asian
AffectNet - Test,surprise,image0011087,25,Woman,white
AffectNet - Test,surprise,image0011088,32,Woman,white
AffectNet - Test,surprise,image0011108,24,Man,white
AffectNet - Test,surprise,image0011146,28,Man,white
AffectNet - Test,surprise,image0011158,27,Woman,white
AffectNet - Test,surprise,image0011211,27,Man,latino hispanic
AffectNet - Test,surprise,image0011251,30,Woman,white
AffectNet - Test,surprise,image0011259,27,Man,latino hispanic
AffectNet - Test,surprise,image0011272,29,Woman,white
AffectNet - Test,surprise,image0011347,39,Man,asian
AffectNet - Test,surprise,image0011368,31,Woman,latino hispanic
AffectNet - Test,surprise,image0011382,26,Man,white
AffectNet - Test,surprise,image0011383,36,Man,black
AffectNet - Test,surprise,image0011402,35,Man,black
AffectNet - Test,surprise,image0011415,24,Woman,white
AffectNet - Test,surprise,image0011447,30,Man,indian
AffectNet - Test,surprise,image0011478,39,Woman,white
AffectNet - Test,surprise,image0011493,45,Man,asian
AffectNet - Test,surprise,image0011505,32,Woman,asian
AffectNet - Test,surprise,image0011511,31,Woman,indian
AffectNet - Test,surprise,image0011587,32,Man,black
AffectNet - Test,surprise,image0011589,33,Man,white
AffectNet - Test,surprise,image0011600,25,Man,asian
AffectNet - Test,surprise,image0011629,30,Man,white
AffectNet - Test,surprise,image0011643,40,Man,white
AffectNet - Test,surprise,image0011655,25,Man,white
AffectNet - Test,surprise,image0011660,29,Man,white
AffectNet - Test,surprise,image0011663,29,Man,white
AffectNet - Test,surprise,image0011705,26,Woman,asian
AffectNet - Test,surprise,image0011801,48,Man,white
AffectNet - Test,surprise,image0011802,13,Man,white
AffectNet - Test,surprise,image0011824,34,Man,white
AffectNet - Test,surprise,image0011883,34,Woman,white
AffectNet - Test,surprise,image0011936,25,Man,latino hispanic
AffectNet - Test,surprise,image0011945,31,Woman,latino hispanic
AffectNet - Test,surprise,image0012017,29,Woman,white
AffectNet - Test,surprise,image0012068,35,Woman,latino hispanic
AffectNet - Test,surprise,image0012099,38,Woman,asian
AffectNet - Test,surprise,image0012108,32,Man,white
AffectNet - Test,surprise,image0012113,26,Woman,latino hispanic
AffectNet - Test,surprise,image0012128,29,Woman,white
AffectNet - Test,surprise,image0012148,44,Man,white
AffectNet - Test,surprise,image0012155,52,Man,white
AffectNet - Test,surprise,image0012168,16,Woman,white
AffectNet - Test,surprise,image0012210,31,Woman,latino hispanic
AffectNet - Test,surprise,image0012219,31,Man,white
AffectNet - Test,surprise,image0012254,30,Woman,white
AffectNet - Test,surprise,image0012255,34,Man,asian
AffectNet - Test,surprise,image0012270,55,Man,white
AffectNet - Test,surprise,image0012288,32,Woman,white
AffectNet - Test,surprise,image0012293,31,Woman,asian
AffectNet - Test,surprise,image0012309,36,Woman,latino hispanic
AffectNet - Test,surprise,image0012313,20,Woman,white
AffectNet - Test,surprise,image0012317,39,Man,asian
AffectNet - Test,surprise,image0012358,22,Woman,white
AffectNet - Test,surprise,image0012373,26,Man,white
AffectNet - Test,surprise,image0012378,44,Man,latino hispanic
AffectNet - Test,surprise,image0012381,34,Man,white
AffectNet - Test,surprise,image0012410,29,Woman,white
AffectNet - Test,surprise,image0012417,24,Man,black
AffectNet - Test,surprise,image0012425,28,Man,latino hispanic
AffectNet - Test,surprise,image0012430,22,Man,latino hispanic
AffectNet - Test,surprise,image0012463,36,Woman,white
AffectNet - Test,surprise,image0012479,38,Man,white
AffectNet - Test,surprise,image0012493,23,Man,asian
AffectNet - Test,surprise,image0012494,29,Man,asian
AffectNet - Test,surprise,image0012495,29,Woman,latino hispanic
AffectNet - Test,surprise,image0012500,29,Man,white
AffectNet - Test,surprise,image0012517,31,Woman,white
AffectNet - Test,surprise,image0012546,33,Woman,latino hispanic
AffectNet - Test,surprise,image0012558,14,Woman,latino hispanic
AffectNet - Test,surprise,image0012560,29,Woman,white
AffectNet - Test,surprise,image0012568,37,Man,asian
AffectNet - Test,surprise,image0012577,29,Woman,white
AffectNet - Test,surprise,image0012580,33,Woman,middle eastern
AffectNet - Test,surprise,image0012589,42,Man,middle eastern
AffectNet - Test,surprise,image0012599,34,Woman,white
AffectNet - Test,surprise,image0012603,39,Man,middle eastern
AffectNet - Test,surprise,image0012604,33,Man,white
AffectNet - Test,surprise,image0012672,29,Woman,white
AffectNet - Test,surprise,image0012679,28,Man,white
AffectNet - Test,surprise,image0012715,27,Man,asian
AffectNet - Test,surprise,image0012735,34,Man,white
AffectNet - Test,surprise,image0012737,50,Man,white
AffectNet - Test,surprise,image0012758,31,Man,indian
AffectNet - Test,surprise,image0012769,29,Man,middle eastern
AffectNet - Test,surprise,image0012770,27,Woman,white
AffectNet - Test,surprise,image0012804,22,Man,asian
AffectNet - Test,surprise,image0012808,33,Woman,white
AffectNet - Test,surprise,image0012833,32,Woman,white
AffectNet - Test,surprise,image0012842,27,Man,black
AffectNet - Test,surprise,image0012865,34,Man,white
AffectNet - Test,surprise,image0012875,27,Man,white
AffectNet - Test,surprise,image0012942,31,Woman,asian
AffectNet - Test,surprise,image0013003,49,Man,white
AffectNet - Test,surprise,image0013018,43,Man,white
AffectNet - Test,surprise,image0013058,34,Man,white
AffectNet - Test,surprise,image0013074,36,Man,asian
AffectNet - Test,surprise,image0013083,30,Man,middle eastern
AffectNet - Test,surprise,image0013084,42,Man,middle eastern
AffectNet - Test,surprise,image0013087,31,Woman,asian
AffectNet - Test,surprise,image0013105,32,Man,white
AffectNet - Test,surprise,image0013117,31,Woman,asian
AffectNet - Test,surprise,image0013159,42,Woman,white
AffectNet - Test,surprise,image0013169,36,Man,indian
AffectNet - Test,surprise,image0013184,30,Woman,white
AffectNet - Test,surprise,image0013274,35,Man,middle eastern
AffectNet - Test,surprise,image0013292,34,Woman,latino hispanic
AffectNet - Test,surprise,image0013297,29,Woman,white
AffectNet - Test,surprise,image0013304,30,Man,white
AffectNet - Test,surprise,image0013309,43,Man,asian
AffectNet - Test,surprise,image0013328,28,Woman,white
AffectNet - Test,surprise,image0013339,23,Man,white
AffectNet - Test,surprise,image0013350,24,Man,white
AffectNet - Test,surprise,image0013351,30,Woman,white
AffectNet - Test,surprise,image0013362,16,Woman,white
AffectNet - Test,surprise,image0013365,38,Woman,latino hispanic
AffectNet - Test,surprise,image0013422,41,Man,white
AffectNet - Test,surprise,image0013490,33,Woman,latino hispanic
AffectNet - Test,surprise,image0013491,31,Woman,white
AffectNet - Test,surprise,image0013495,35,Woman,white
AffectNet - Test,surprise,image0013516,29,Woman,white
AffectNet - Test,surprise,image0013524,31,Woman,white
AffectNet - Test,surprise,image0013532,36,Woman,white
AffectNet - Test,surprise,image0013572,25,Man,black
AffectNet - Test,surprise,image0013603,29,Man,latino hispanic
AffectNet - Test,surprise,image0013604,30,Man,middle eastern
AffectNet - Test,surprise,image0013612,27,Man,asian
AffectNet - Test,surprise,image0013647,24,Man,latino hispanic
AffectNet - Test,surprise,image0013648,36,Woman,white
AffectNet - Test,surprise,image0013674,24,Man,middle eastern
AffectNet - Test,surprise,image0013699,33,Woman,latino hispanic
AffectNet - Test,surprise,image0013703,22,Man,middle eastern
AffectNet - Test,surprise,image0013704,32,Man,white
AffectNet - Test,surprise,image0013710,28,Woman,asian
AffectNet - Test,surprise,image0013714,31,Woman,white
AffectNet - Test,surprise,image0013735,17,Woman,white
AffectNet - Test,surprise,image0013739,38,Woman,white
AffectNet - Test,surprise,image0013746,30,Woman,white
AffectNet - Test,surprise,image0013761,29,Man,white
AffectNet - Test,surprise,image0013776,29,Man,white
AffectNet - Test,surprise,image0013778,30,Man,asian
AffectNet - Test,surprise,image0013821,31,Woman,black
AffectNet - Test,surprise,image0013840,51,Man,latino hispanic
AffectNet - Test,surprise,image0013882,23,Man,white
AffectNet - Test,surprise,image0013890,33,Woman,white
AffectNet - Test,surprise,image0013895,16,Woman,asian
AffectNet - Test,surprise,image0013898,29,Woman,white
AffectNet - Test,surprise,image0013904,30,Woman,latino hispanic
AffectNet - Test,surprise,image0013909,19,Man,asian
AffectNet - Test,surprise,image0013921,41,Man,white
AffectNet - Test,surprise,image0013932,15,Man,asian
AffectNet - Test,surprise,image0013975,32,Man,latino hispanic
AffectNet - Test,surprise,image0013989,28,Man,asian
AffectNet - Test,surprise,image0013993,34,Man,latino hispanic
AffectNet - Test,surprise,image0014031,28,Woman,middle eastern
AffectNet - Test,surprise,image0014056,43,Man,white
AffectNet - Test,surprise,image0014064,31,Man,asian
AffectNet - Test,surprise,image0014085,39,Woman,white
AffectNet - Test,surprise,image0014088,26,Man,latino hispanic
AffectNet - Test,surprise,image0014098,29,Man,middle eastern
AffectNet - Test,surprise,image0014116,33,Woman,latino hispanic
AffectNet - Test,surprise,image0014118,39,Man,latino hispanic
AffectNet - Test,surprise,image0014120,29,Man,white
AffectNet - Test,surprise,image0014124,43,Man,white
AffectNet - Test,surprise,image0014141,45,Man,white
AffectNet - Test,surprise,image0014149,29,Man,white
AffectNet - Test,surprise,image0014179,28,Woman,white
AffectNet - Test,surprise,image0014193,32,Man,white
AffectNet - Test,surprise,image0014206,24,Man,latino hispanic
AffectNet - Test,surprise,image0014208,40,Woman,white
AffectNet - Test,surprise,image0014225,27,Man,latino hispanic
AffectNet - Test,surprise,image0014232,40,Man,white
AffectNet - Test,surprise,image0014237,32,Woman,asian
AffectNet - Test,surprise,image0014254,51,Woman,white
AffectNet - Test,surprise,image0014280,34,Woman,black
AffectNet - Test,surprise,image0014292,39,Man,white
AffectNet - Test,surprise,image0014322,38,Man,black
AffectNet - Test,surprise,image0014330,34,Woman,black
AffectNet - Test,surprise,image0014346,23,Man,latino hispanic
AffectNet - Test,surprise,image0014353,31,Woman,asian
AffectNet - Test,surprise,image0014369,46,Man,white
AffectNet - Test,surprise,image0014408,26,Man,white
AffectNet - Test,surprise,image0014426,29,Man,white
AffectNet - Test,surprise,image0014436,43,Man,indian
AffectNet - Test,surprise,image0014448,30,Woman,white
AffectNet - Test,surprise,image0014463,32,Man,asian
AffectNet - Test,surprise,image0014501,26,Man,white
AffectNet - Test,surprise,image0014502,36,Woman,white
AffectNet - Test,surprise,image0014520,40,Man,white
AffectNet - Test,surprise,image0014551,37,Man,latino hispanic
AffectNet - Test,surprise,image0014576,30,Man,asian
AffectNet - Test,surprise,image0014587,32,Man,white
AffectNet - Test,surprise,image0014589,32,Man,white
AffectNet - Test,surprise,image0014594,24,Man,asian
AffectNet - Test,surprise,image0014596,23,Man,middle eastern
AffectNet - Test,surprise,image0014620,39,Woman,white
AffectNet - Test,surprise,image0014678,43,Woman,white
AffectNet - Test,surprise,image0014715,38,Woman,white
AffectNet - Test,surprise,image0014719,39,Man,white
AffectNet - Test,surprise,image0014740,31,Man,white
AffectNet - Test,surprise,image0014762,26,Man,white
AffectNet - Test,surprise,image0014784,26,Man,latino hispanic
AffectNet - Test,surprise,image0014801,28,Man,white
AffectNet - Test,surprise,image0014856,22,Woman,latino hispanic
AffectNet - Test,surprise,image0014863,57,Man,black
AffectNet - Test,surprise,image0014925,27,Man,white
AffectNet - Test,surprise,image0014945,32,Woman,white
AffectNet - Test,surprise,image0014966,48,Woman,white
AffectNet - Test,surprise,image0014967,33,Woman,white
AffectNet - Test,surprise,image0014976,37,Man,black
AffectNet - Test,surprise,image0014981,24,Man,black
AffectNet - Test,surprise,image0014991,24,Man,middle eastern
AffectNet - Test,surprise,image0015051,35,Man,latino hispanic
AffectNet - Test,surprise,image0015054,21,Man,white
AffectNet - Test,surprise,image0015060,29,Man,white
AffectNet - Test,surprise,image0015092,32,Man,black
AffectNet - Test,surprise,image0015096,36,Man,white
AffectNet - Test,surprise,image0015098,35,Man,white
AffectNet - Test,surprise,image0015104,37,Man,middle eastern
AffectNet - Test,surprise,image0015120,31,Man,white
AffectNet - Test,surprise,image0015159,34,Man,white
AffectNet - Test,surprise,image0015161,31,Woman,white
AffectNet - Test,surprise,image0015164,35,Man,middle eastern
AffectNet - Test,surprise,image0015198,27,Man,asian
AffectNet - Test,surprise,image0015199,23,Woman,white
AffectNet - Test,surprise,image0015208,31,Woman,white
AffectNet - Test,surprise,image0015209,26,Woman,white
AffectNet - Test,surprise,image0015233,29,Man,asian
AffectNet - Test,surprise,image0015241,36,Woman,white
AffectNet - Test,surprise,image0015252,29,Woman,asian
AffectNet - Test,surprise,image0015257,29,Man,latino hispanic
AffectNet - Test,surprise,image0015259,26,Woman,latino hispanic
AffectNet - Test,surprise,image0015263,25,Man,latino hispanic
AffectNet - Test,surprise,image0015273,23,Man,white
AffectNet - Test,surprise,image0015288,19,Man,asian
AffectNet - Test,surprise,image0015311,30,Man,latino hispanic
AffectNet - Test,surprise,image0015333,31,Woman,indian
AffectNet - Test,surprise,image0015364,12,Woman,asian
AffectNet - Test,surprise,image0015382,44,Man,middle eastern
AffectNet - Test,surprise,image0015405,28,Man,white
AffectNet - Test,surprise,image0015425,30,Man,white
AffectNet - Test,surprise,image0015532,20,Woman,white
AffectNet - Test,surprise,image0015550,25,Woman,white
AffectNet - Test,surprise,image0015555,25,Woman,asian
AffectNet - Test,surprise,image0015568,27,Man,black
AffectNet - Test,surprise,image0015570,40,Man,indian
AffectNet - Test,surprise,image0015590,30,Woman,white
AffectNet - Test,surprise,image0015615,31,Man,latino hispanic
AffectNet - Test,surprise,image0015627,22,Man,asian
AffectNet - Test,surprise,image0015650,14,Woman,white
AffectNet - Test,surprise,image0015671,29,Woman,asian
AffectNet - Test,surprise,image0015688,32,Woman,white
AffectNet - Test,surprise,image0015707,26,Man,white
AffectNet - Test,surprise,image0015708,33,Woman,white
AffectNet - Test,surprise,image0015760,21,Man,asian
AffectNet - Test,surprise,image0015761,30,Woman,white
AffectNet - Test,surprise,image0015774,26,Man,white
AffectNet - Test,surprise,image0015775,32,Man,black
AffectNet - Test,surprise,image0015779,28,Woman,white
AffectNet - Test,surprise,image0015784,49,Man,white
AffectNet - Test,surprise,image0015796,35,Man,white
AffectNet - Test,surprise,image0015847,24,Woman,latino hispanic
AffectNet - Test,surprise,image0015893,31,Man,white
AffectNet - Test,surprise,image0015917,28,Man,white
AffectNet - Test,surprise,image0015919,29,Woman,white
AffectNet - Test,surprise,image0015926,30,Woman,latino hispanic
AffectNet - Test,surprise,image0015927,46,Man,latino hispanic
AffectNet - Test,surprise,image0015931,25,Man,black
AffectNet - Test,surprise,image0015976,39,Man,white
AffectNet - Test,surprise,image0015993,52,Woman,latino hispanic
AffectNet - Test,surprise,image0015996,38,Man,asian
AffectNet - Test,surprise,image0016052,29,Woman,white
AffectNet - Test,surprise,image0016063,51,Man,black
AffectNet - Test,surprise,image0016120,39,Woman,white
AffectNet - Test,surprise,image0016131,16,Woman,white
AffectNet - Test,surprise,image0016205,31,Man,middle eastern
AffectNet - Test,surprise,image0016238,27,Man,asian
AffectNet - Test,surprise,image0016245,34,Woman,white
AffectNet - Test,surprise,image0016269,32,Woman,white
AffectNet - Test,surprise,image0016271,28,Woman,white
AffectNet - Test,surprise,image0016328,25,Woman,white
AffectNet - Test,surprise,image0016353,17,Man,asian
AffectNet - Test,surprise,image0016399,37,Man,latino hispanic
AffectNet - Test,surprise,image0016432,38,Man,white
AffectNet - Test,surprise,image0016440,29,Man,white
AffectNet - Test,surprise,image0016448,24,Man,white
AffectNet - Test,surprise,image0016481,31,Man,middle eastern
AffectNet - Test,surprise,image0016483,38,Woman,white
AffectNet - Test,surprise,image0016518,31,Woman,latino hispanic
AffectNet - Test,surprise,image0016519,30,Man,white
AffectNet - Test,surprise,image0016554,40,Woman,white
AffectNet - Test,surprise,image0016586,26,Man,middle eastern
AffectNet - Test,surprise,image0016632,29,Woman,white
AffectNet - Test,surprise,image0016655,47,Man,white
AffectNet - Test,surprise,image0016694,28,Man,asian
AffectNet - Test,surprise,image0016697,36,Man,black
AffectNet - Test,surprise,image0016700,33,Man,white
AffectNet - Test,surprise,image0016732,27,Man,white
AffectNet - Test,surprise,image0016750,31,Woman,white
AffectNet - Test,surprise,image0016755,42,Man,black
AffectNet - Test,surprise,image0016757,43,Man,white
AffectNet - Test,surprise,image0016828,28,Man,white
AffectNet - Test,surprise,image0016841,29,Man,white
AffectNet - Test,surprise,image0016846,33,Woman,latino hispanic
AffectNet - Test,surprise,image0016855,31,Man,white
AffectNet - Test,surprise,image0016887,30,Woman,white
AffectNet - Test,surprise,image0016894,38,Man,white
AffectNet - Test,surprise,image0016916,43,Man,white
AffectNet - Test,surprise,image0016956,32,Woman,white
AffectNet - Test,surprise,image0016962,30,Man,white
AffectNet - Test,surprise,image0017032,31,Man,black
AffectNet - Test,surprise,image0017051,22,Woman,latino hispanic
AffectNet - Test,surprise,image0017057,33,Woman,white
AffectNet - Test,surprise,image0017061,52,Man,middle eastern
AffectNet - Test,surprise,image0017064,36,Woman,latino hispanic
AffectNet - Test,surprise,image0017081,18,Woman,white
AffectNet - Test,surprise,image0017098,34,Woman,white
AffectNet - Test,surprise,image0017100,27,Man,asian
AffectNet - Test,surprise,image0017169,33,Man,white
AffectNet - Test,surprise,image0017199,30,Woman,asian
AffectNet - Test,surprise,image0017232,26,Woman,white
AffectNet - Test,surprise,image0017233,32,Woman,asian
AffectNet - Test,surprise,image0017237,42,Man,white
AffectNet - Test,surprise,image0017268,33,Woman,indian
AffectNet - Test,surprise,image0017285,24,Woman,white
AffectNet - Test,surprise,image0017310,54,Man,white
AffectNet - Test,surprise,image0017316,27,Man,asian
AffectNet - Test,surprise,image0017329,32,Woman,white
AffectNet - Test,surprise,image0017338,32,Man,white
AffectNet - Test,surprise,image0017343,28,Man,white
AffectNet - Test,surprise,image0017358,30,Man,white
AffectNet - Test,surprise,image0017372,39,Woman,white
AffectNet - Test,surprise,image0017399,30,Man,white
AffectNet - Test,surprise,image0017447,42,Man,black
AffectNet - Test,surprise,image0017449,24,Man,white
AffectNet - Test,surprise,image0017451,31,Woman,white
AffectNet - Test,surprise,image0017463,39,Man,white
AffectNet - Test,surprise,image0017465,30,Woman,white
AffectNet - Test,surprise,image0017467,17,Woman,asian
AffectNet - Test,surprise,image0017470,33,Man,white
