,Title,Authors,Year,Cited By,Detected_Dataset,Detected_Topic,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
110,Exploiting multi-cnn features in cnn-rnn based dimensional emotion recognition on the omg in-the-wild dataset,"['D Kollias', 'S Zafeiriou']",2020,182,"Acted Facial Expressions In The Wild, Affective Faces Database, Expression in-the-Wild, Static Facial Expression in the Wild",CNN,"The Aff-Wild database served as benchmark for the Aff-Wild Challenge, organized in   the temporal dependencies of facial expressions in each utterance, we designed standard",No DOI,IEEE Transactions on Affective …,https://arxiv.org/abs/1910.01417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,"Expression, affect, action unit recognition: Aff-wild2, multi-task learning and arcface","['D Kollias', 'S Zafeiriou']",2019,345,Expression in-the-Wild,CNN,"expression classification). To address these, we substantially extend the largest available  in-the-wild  We conduct extensive experiments with CNN and CNN-RNN architectures that use",No DOI,arXiv preprint arXiv:1910.04855,https://arxiv.org/abs/1910.04855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,Extended deep neural network for facial emotion recognition,"['DK Jain', 'P Shamsolmoali', 'P Sehdev']",2019,416,"Extended Cohn-Kanade, Japanese Female Facial Expression","classification, deep learning, facial expression recognition, neural network","This paper proposed a new deep learning model for the  size and variety of datasets, deep  neural network is the most  datasets are publicly available such as Cohn–Kanade (CK+) [7]",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S016786551930008X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,"FACES—A database of facial expressions in young, middle-aged, and older women and men: Development and validation","['NC Ebner', 'M Riediger', 'U Lindenberger']",2010,1382,Karolinska Directed Emotional Faces,FER,"to neutral faces (Isaacowitz et al., 2006). These studies have almost exclusively used  emotional faces of young individuals and have not systematically varied the age of the face, even",No DOI,Behavior research methods,https://link.springer.com/article/10.3758/BRM.42.1.351,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,"Face behavior a la carte: Expressions, affect and action units in a single network","['D Kollias', 'V Sharmanska', 'S Zafeiriou']",2019,206,Acted Facial Expressions In The Wild,neural network,manifestation of complex facial expressions. The dataset  We train a multi-task neural  network model to jointly perform ( It served as benchmark for the ABAW Competition organized,No DOI,arXiv preprint arXiv:1910.11111,https://arxiv.org/abs/1910.11111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,Face detection using mixtures of linear subspaces,"['MH Yang', 'N Abuja', 'D Kriegman']",2000,121,Toronto Face Database,classification,"in face recognition [2]. The reason for this is that FLD provides a better projection than PCA  for pattern classification. In the second proposed method, we decompose the training face",No DOI,… on Automatic Face and …,https://ieeexplore.ieee.org/document/840614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,Face expression recognition with a 2-channel convolutional neural network,"['D Hamester', 'P Barros', 'S Wermter']",2015,164,Toronto Face Database,"facial expression recognition, neural network","CNN and train it with the Acted Facial Expression in the Wild (AFEW) dataset [17]. In the sec   with the Toronto Face Dataset. After that, a softmax layer is trained with the AFEW dataset.",No DOI,2015 international joint …,https://ieeexplore.ieee.org/document/7280539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,Face recognition using kernel direct discriminant analysis algorithms,"['J Lu', 'KN Plataniotis']",2003,836,Toronto Face Database,"classification, classifier",") [20] have in pattern regression and classification tasks, we propose a new kernel discriminant  analysis algorithm for face recognition. The algorithm generalizes the strengths of the",No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/1176132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
118,Face recognition with radial basis function (RBF) neural networks,"['MJ Er', 'S Wu', 'J Lu', 'HL Toh']",2002,975,Toronto Face Database,"classification, classifier, neural network",excellent performance both in terms of error rates of classification and learning efficiency.   Database Our experiments were performed on the face database which contains a set of face,No DOI,IEEE transactions on neural …,https://ieeexplore.ieee.org/document/1000134,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,Face recognition: A convolutional neural-network approach,"['S Lawrence', 'CL Giles', 'AC Tsoi']",1997,4525,Toronto Face Database,"classification, neural network",We are interested in rapid classification and hence we do not assume that time is  available for extensive preprocessing and normalization. Good algorithms for locating,No DOI,IEEE transactions on …,https://ieeexplore.ieee.org/document/554195,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,Facenet2expnet: Regularizing a deep face recognition net for expression recognition,"['H Ding', 'SK Zhou', 'R Chellappa']",2017,489,Toronto Face Database,"CNN, classification, deep learning, facial expression recognition, machine learning, neural network","adapt to the new domain task (facial expression recognition), we attach the fully- databases:  CK+ [27], Oulu-CASIA [28], Toronto Face Database (TFD) [29] and Static Facial Expression",No DOI,… face & gesture recognition (FG …,https://arxiv.org/abs/1609.06591,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,Faces of pain: automated measurement of spontaneousallfacial expressions of genuine and posed pain,"['GC Littlewort', 'MS Bartlett', 'K Lee']",2007,232,Toronto Face Database,machine learning,"machine learning approach, previously used successfully to categorize basic emotional facial   Here we applied machine learning on a 20-channel output stream of facial action detectors",No DOI,… of the 9th international conference on …,https://www.researchgate.net/publication/221052396_Faces_of_pain_automated_measurement_of_spontaneousallfacial_expressions_of_genuine_and_posed_pain,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,Facial Affect``In-The-Wild,"['S Zafeiriou', 'A Papaioannou', 'I Kotsia']",2016,122,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Static Facial Expression in the Wild","CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","of compound expressions [20]). A recent survey on facial expression recognition can be   In particular, the network exploits the fact that facial expressions can be decomposed to FAU.",No DOI,… Pattern Recognition …,https://openaccess.thecvf.com/content_cvpr_2016_workshops/w28/papers/Zafeiriou_Facial_Affect_In-The-Wild_CVPR_2016_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,Facial emotion detection using deep learning,"['A Jaiswal', 'AK Raju', 'S Deb']",2020,150,"Facial Expression Recognition 2013, Japanese Female Facial Expression","deep learning, facial expression recognition","basically three main steps: face detection, features extraction,  a convolutional neural networks  (CNN) based deep learning  the Japanese Female Face Expression (JAFFE) [15], Facial",No DOI,2020 international conference for …,https://ieeexplore.ieee.org/document/9154121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Facial emotion processing in borderline personality disorder: a systematic review and meta-analysis,"['AE Mitchell', 'GL Dickens', 'MM Picchioni']",2014,220,Karolinska Directed Emotional Faces,FER,A body of work has developed over the last 20 years that explores facial emotion perception  in Borderline Personality Disorder (BPD). We identified 25 behavioural and functional,No DOI,Neuropsychology review,https://pubmed.ncbi.nlm.nih.gov/24574071/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Facial emotion recognition using convolutional neural networks (FERC),['N Mehendale'],2020,328,Extended Cohn-Kanade,"FER, neural network","FERC was extensively tested with more than 750K images using extended Cohn–Kanade  expression, Caltech faces, CMU and NIST datasets. We expect the FERC emotion detection",No DOI,SN Applied Sciences,https://link.springer.com/article/10.1007/s42452-020-2234-1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Facial emotion recognition: State of the art performance on FER2013,"['Y Khaireddin', 'Z Chen']",2021,223,Facial Expression Recognition 2013,facial expression recognition,Facial emotion recognition (FER) is significant for human-computer interaction such as   ) in 2013 and became a benchmark in comparing model performance in emotion recognition.,No DOI,arXiv preprint arXiv:2105.03588,https://arxiv.org/abs/2105.03588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,Facial expression analysis under partial occlusion: A survey,"['L Zhang', 'B Verma', 'D Tjondronegoro']",2018,121,Toronto Face Database,facial expression recognition,"While face and facial expression recognition systems  database includes four typical complex  facial expressions: smile while hands obscure the face, anger while hand obscure the face",No DOI,ACM Computing Surveys …,https://arxiv.org/abs/1802.08784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,Facial expression analysis with AFFDEX and FACET: A validation study,"['S Stöckli', 'M Schulte-Mecklenbeck', 'S Borer']",2018,309,"Affective Faces Database, Radboud Faces Database","classification, deep learning, facial expression recognition, machine learning, neural network",Picture Database (GAPED) and the Radboud Faces Database (RaFD) facial expression  analysis assumes that there is a direct link between emotion production and emotion recognition,No DOI,Behavior research …,https://pubmed.ncbi.nlm.nih.gov/29218587/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,"Facial expression classification based on SVM, KNN and MLP classifiers","['HI Dino', 'MB Abdulrazzaq']",2019,160,"Extended Cohn-Kanade, MMI Facial Expression","classification, classifier",The Extended Cohn-Kanade (CK+) dataset used as good data recourse to exam the  classification of human Facial Expression. Principal component analysis (PCA) used to reduce the,No DOI,2019 International Conference on …,http://ieeexplore.ieee.org/document/8723728/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Facial expression recognition,"['Y Tian', 'T Kanade', 'JF Cohn']",2011,255,"Affective Faces Database, Binghamton University 3D Facial Expression, Extended Cohn-Kanade, Japanese Female Facial Expression",facial expression recognition,"This chapter introduces recent advances in facial expression analysis and recognition. The first part discusses general structure of AFEA systems. The second part describes the problem space for facial expression analysis. This space includes multiple dimensions: level of description, individual differences in subjects, transitions among expressions, intensity of facial expression, deliberate versus spontaneous expression, head orientation and scene complexity, image acquisition and resolution, reliability of ground truth, databases, and the",No DOI,Handbook of face recognition,https://paperswithcode.com/task/facial-expression-recognition,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Facial expression recognition ability among women with borderline personality disorder: implications for emotion regulation?,"['AW Wagner', 'MM Linehan']",1999,459,Japanese Female Facial Expression,facial expression recognition,"examined recognition of facial expressions of emo tion among women  21), compared to a  group of women with histories of  Japanese males, 2 Japanese females) for each of 7 different",No DOI,Journal of personality disorders,https://pubmed.ncbi.nlm.nih.gov/10633314/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,Facial expression recognition and histograms of oriented gradients: a comprehensive study,"['P Carcagnì', 'M Del Coco', 'M Leo', 'C Distante']",2015,214,Radboud Faces Database,FER,"Automatic facial expression recognition (FER) is a topic of  (HOG) descriptor in the FER  problem, highlighting as this  with most commonly used FER frameworks was carried out. In the",No DOI,SpringerPlus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4628009/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,Facial expression recognition based on 3D dynamic range model sequences,"['Y Sun', 'L Yin']",2008,172,Binghamton University 3D Facial Expression,"FER, facial expression recognition","3D facial expression database [21], we extend the facial expression analysis to a dynamic  3D  In this paper, we propose a spatio-temporal 3D facial expression analysis approach for",No DOI,Computer Vision–ECCV 2008: 10th European …,https://link.springer.com/chapter/10.1007/978-3-540-88688-4_5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,Facial expression recognition based on a mlp neural network using constructive training algorithm,"['H Boughrara', 'M Chtourou', 'C Ben Amar']",2016,124,Facial Expression Recognition 2013,facial expression recognition,"Images PFI has been applied to extract features from human face images. To evaluate, the   Cohn-Kanade facial expression and the facial expression recognition FER-2013 databases.",No DOI,Multimedia Tools and …,https://link.springer.com/article/10.1007/s11042-014-2322-6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,Facial expression recognition based on deep learning,"['H Ge', 'Z Zhu', 'Y Dai', 'B Wang', 'X Wu']",2022,105,Facial Expression Recognition 2013,facial expression recognition,"In addition, [29] proposed a multi-stage fine-tuning strategy: in the first stage, additional  facial expression database FE R 2013 was used to fine-tune the existing pre-training model; In",No DOI,Computer Methods and Programs in …,https://www.sciencedirect.com/science/article/pii/S0169260722000062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,Facial expression recognition based on facial components detection and hog features,"['J Chen', 'Z Chen', 'Z Chi', 'H Fu']",2014,133,Extended Cohn-Kanade,"classification, classifier",perform the facial expression classification. We evaluate our proposed method on the JAFFE  dataset and an extended Cohn-Kanade dataset. The average classification rate on the two,No DOI,International workshops on …,http://www.cedus.it/documents/SicurezzaUrbana/Videosorveglianza_e_altre_tecnologie_video_di_controllo/3ZChi_ACV-1.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Facial expression recognition based on fusion feature of PCA and LBP with SVM,"['Y Luo', 'C Wu', 'Y Zhang']",2013,187,Facial Expression Recognition 2013,facial expression recognition,", to assist the global grayscale features of facial expression recognition. The support vector   of facial expression recognition system are feature extraction and expression classification.",No DOI,Optik-International Journal for Light and Electron …,https://www.sciencedirect.com/science/article/pii/S0030402612006560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,Facial expression recognition by de-expression residue learning,"['H Yang', 'U Ciftci', 'L Yin']",2018,512,Oulu-CASIA,classification,that we target to exploit for expression classification.  The Oulu-CASIA database [33]  contains data captured under three  The Oulu-CASIA VIS has 480 video sequences taken from,No DOI,… of the IEEE conference on computer …,https://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_Facial_Expression_Recognition_CVPR_2018_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,103,"Acted Facial Expressions In The Wild, Expression in-the-Wild, Facial Expression Recognition 2013, Static Facial Expression in the Wild","FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network",networks can recognize wild facial expressions with an  of inthe-wild facial expressions by  querying different search en search engines for facial expression recognition. We trained two,No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,Facial expression recognition in JAFFE dataset based on Gaussian process classification,"['F Cheng', 'J Yu', 'H Xiong']",2010,134,"Japanese Female Facial Expression, Toronto Face Database","classification, classifier, facial expression recognition","Here we propose a GP model and investigate it for the facial expression recognition in the  Japanese female facial expression dataset. By the strategy of leave-one-out cross validation,",No DOI,IEEE Transactions on Neural …,http://ieeexplore.ieee.org/document/5551215/,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,Facial expression recognition in image sequences using geometric deformation features and support vector machines,"['I Kotsia', 'I Pitas']",2006,900,Toronto Face Database,facial expression recognition,tion problems used for FAUs detection in the grid and for facial expression recognition.   The Cohn–Kanade database [2] was used for the facial expression recognition in six basic,No DOI,IEEE transactions on image processing,https://ieeexplore.ieee.org/document/4032815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,Facial expression recognition in the wild via deep attentive center loss,"['AH Farzaneh', 'X Qi']",2021,289,Expression in-the-Wild,"CNN, FER, classification, classifier, deep learning, facial expression recognition, machine learning, neural network","Accordingly, for the task of FER in the wild, where  Face Database (RAFDB) [14]. Then, we  conduct extensive experiments on these two widely used wild Facial Expression Recognition (",No DOI,Proceedings of the IEEE/CVF winter …,https://openaccess.thecvf.com/content/WACV2021/papers/Farzaneh_Facial_Expression_Recognition_in_the_Wild_via_Deep_Attentive_Center_WACV_2021_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,Facial expression recognition in video with multiple feature fusion,"['J Chen', 'Z Chen', 'Z Chi', 'H Fu']",2016,246,Acted Facial Expressions In The Wild,"classification, classifier, facial expression recognition",Acted Facial Expression in Wild (AFEW) 4.0 database show that our approach is robust in  dealing with video-based facial expression recognition  streams of facial expressions analysis,No DOI,IEEE Transactions on Affective …,https://ieeexplore.ieee.org/document/7518582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Facial expression recognition using a hybrid CNN–SIFT aggregator,"['T Connie', 'M Al-Shabi', 'WP Cheah', 'M Goh']",2017,184,Facial Expression Recognition 2013,facial expression recognition,facial expression recognition task. The proposed method is motivated by the success of  Convolutional Neural Networks (CNN) on the face recognition  FER-2013 and CK+ datasets.,No DOI,International workshop on multi …,https://arxiv.org/abs/1608.02833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Facial expression recognition using computer vision: A systematic review,"['D Canedo', 'AJR Neves']",2019,164,"Affective Faces Database, Binghamton University 3D Facial Expression, Radboud Faces Database","CNN, FER, facial expression recognition","Facial expressions are the main focus of this systematic review. Generally, an FER system  consists  Binghamton University 3D Facial Expression database (BU-3DFE) [52]: contains 606",No DOI,Applied Sciences,https://www.mdpi.com/2076-3417/9/21/4678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,Facial expression recognition using convolutional neural networks: state of the art,"['C Pramerdorfer', 'M Kampel']",2016,331,Facial Expression Recognition 2013,facial expression recognition,"The ability to recognize facial expressions automatically enables novel  In this  paper, we review the state of the art in image-based facial expression recognition using CNNs",No DOI,arXiv preprint arXiv:1612.02903,https://arxiv.org/abs/1612.02903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,102,"Facial Expression Recognition 2013, Toronto Face Database","facial expression recognition, neural network","different effective CNNs to tackle the problem of facial expression recognition. Since  FERC-2013 dataset is much smaller than ImageNet dataset, we propose some changes to avoid",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Facial expression recognition using deep neural networks,"['J Li', 'EY Lam']",2015,100,Facial Expression Recognition 2013,facial expression recognition,"In this paper, a facial expression recognition system based on feedforward deep neural  networks is built. The system consists of three major stages, which are image preprocessing,",No DOI,2015 IEEE International Conference on Imaging …,https://ieeexplore.ieee.org/document/10193866,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Facial expression recognition using enhanced deep 3D convolutional neural networks,"['B Hasani', 'MH Mahoor']",2017,337,"Facial Expression Recognition 2013, MMI Facial Expression","facial expression recognition, neural network","facial expressions in a sequence (Figure 1). We evaluate our proposed method using four  well-known facial expression databases (CK+, MMI in recognition of facial expressions in cross",No DOI,… of the IEEE conference on computer …,https://arxiv.org/abs/1705.07871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Facial expression recognition using facial movement features,"['L Zhang', 'D Tjondronegoro']",2011,314,"Affective Faces Database, Japanese Female Facial Expression","FER, facial expression recognition","FER that considers facial movement features. In this paper, we aim for improving the  performance of FER by automatically capturing facial  on the Japanese female facial expression (",No DOI,IEEE transactions on affective …,https://ieeexplore.ieee.org/document/5871583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,Facial expression recognition using hierarchical features with deep comprehensive multipatches aggregation convolutional neural networks,"['S Xie', 'H Hu']",2018,213,Japanese Female Facial Expression,"FER, neural network",on Facial Expression Recognition (FER) develop quickly as well. Applications based on FER   213 images of 7 facial expressions posed by 10 Japanese females. 183 images with six,No DOI,IEEE Transactions on Multimedia,https://ieeexplore.ieee.org/document/8371638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,Facial expression recognition using kernel canonical correlation analysis (KCCA),"['W Zheng', 'X Zhou', 'C Zou', 'L Zhao']",2006,358,Japanese Female Facial Expression,"FER, classification","We will use the Japanese female facial expression (JAFFE) database [6]–[8] and Ekman’s  “Pictures of Facial Affect” database [22], respectively, to conduct the FER based on KCCA. In",No DOI,IEEE transactions on neural …,https://ieeexplore.ieee.org/document/1593706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,Facial expression recognition using local gravitational force descriptor-based deep convolution neural networks,"['K Mohan', 'A Seal', 'O Krejcar']",2020,145,Japanese Female Facial Expression,neural network,"facial expression of a person. The proposed method consists of two parts. The former  one finds out local features from face  Budynek, “The Japanese female facial expression (JAFFE)",No DOI,IEEE Transactions on …,https://ieeexplore.ieee.org/document/9226437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Facial expression recognition via deep learning,"['X Zhao', 'X Shi', 'S Zhang']",2015,270,"Acted Facial Expressions In The Wild, Extended Cohn-Kanade, Facial Expression Recognition 2013, Japanese Female Facial Expression, Radboud Faces Database","CNN, deep learning, facial expression recognition","Experimental results on two benchmarking facial expression databases, ie, the JAFFE  database and the Cohn-Kanade database, demonstrate the promising performance of the",No DOI,IETE technical review,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Facial expression recognition via learning deep sparse autoencoders,"['N Zeng', 'H Zhang', 'B Song', 'W Liu', 'Y Li', 'AM Dobaie']",2018,574,Facial Expression Recognition 2013,facial expression recognition,to establish a DSAE-based deep learning framework for facial expression recognition to  classify the expressions with high accuracy by learning the useful features from the data set.,No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231217314649,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013,facial expression recognition,"method, we use the newly released Facial Expression Recognition 2013 (FER2013) dataset.  The dataset was created using Google image search API with emotion-related keywords. It",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,Facial expression recognition with FRR‐CNN,"['S Xie', 'H Hu']",2017,108,Japanese Female Facial Expression,CNN,"Japanese Female Facial Expression (JAFFE) database. CK+ database is a public expression   As for JAFFE, it consists of 213 expressional images of ten Japanese female subjects. We",No DOI,Electronics Letters,https://ietresearch.onlinelibrary.wiley.com/doi/full/10.1049/el.2016.4328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Facial expression recognition with convolutional neural networks: coping with few data and the training sample order,"['AT Lopes', 'E De Aguiar', 'AF De Souza']",2017,923,"Binghamton University 3D Facial Expression, Facial Expression Recognition 2013","CNN, facial expression recognition, neural network","Hence, facial expression recognition is still a challenging problem in computer vision. In this   for facial expression recognition that uses a combination of Convolutional Neural Network",No DOI,Pattern recognition,https://www.sciencedirect.com/science/article/pii/S0031320316301753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,Facial expression recognition with faster R-CNN,"['J Li', 'D Zhang', 'J Zhang', 'J Zhang', 'T Li', 'Y Xia']",2017,125,Facial Expression Recognition 2013,facial expression recognition,CNN was used to identify facial expression. There are the following advantages used in facial  expression recognition extraction in the traditional facial expression recognition is avoided.,No DOI,Procedia Computer …,https://www.sciencedirect.com/science/article/pii/S1877050917303447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,Facial expression recognition with identity and emotion joint learning,"['M Li', 'H Xu', 'X Huang', 'Z Song', 'X Liu']",2018,120,"Affective Faces Database, Facial Expression Recognition 2013","FER, facial expression recognition","In this work, besides training deep-learned facial expression feature (emotional  latent face  identity feature such as the shape or appearance of face. We propose an identity and emotion",No DOI,… Transactions on affective …,https://ieeexplore.ieee.org/document/8528894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,189,"Binghamton University 3D Facial Expression, Facial Expression Recognition 2013, Japanese Female Facial Expression, MMI Facial Expression","FER, facial expression recognition",-of-the-art FER approaches are presented and analysed.  FER datasets and summarise  four FER-related elements of datasets that may influence the choosing and processing of FER,No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Facial expressions of emotion (KDEF): Identification under different display-duration conditions,"['MG Calvo', 'D Lundqvist']",2008,671,Karolinska Directed Emotional Faces,facial expression recognition,"expression of each model is identified. These data have provided researchers on the processing  of affective facial expressions  face database, the Karolinska Directed Emotional Faces (",No DOI,Behavior research methods,https://link.springer.com/article/10.3758/BRM.40.1.109,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,Fast facial emotion recognition using convolutional neural networks and Gabor filters,"['MMT Zadeh', 'M Imani', 'B Majidi']",2019,110,Affective Faces Database,neural network,face databases are not reliable for the real world applications. This article presents a new  database called RAF-DB that  [13] proposed to train a CNN network for the final face emotion,No DOI,2019 5th Conference on …,https://ieeexplore.ieee.org/document/8734943,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013,facial expression recognition,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  For a general overview of the field of expression recognition",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
