Title,Authors,Year,Cited By,Dataset,Abstract,DOI,Journal,URL,Mentions_Accuracy,Mentions_F1,Mentions_Precision,Mentions_Recall,Mentions_Auc,Mentions_Roc,Mentions_Sensitivity,Mentions_Specificity,Mentions_Confusion_matrix,Mentions_Loss_function,Mentions_Cross-entropy,Mentions_Mean_squared_error,Mentions_Overfitting,Mentions_Underfitting,Mentions_Cross-validation,Mentions_Training_time,Mentions_Inference_time,Mentions_Statistical_significance,Mentions_P-value,Mentions_T-test,Mentions_Anova,Mentions_Correlation,Mentions_Regression,Mentions_Baseline_comparison,Mentions_Mae,Mentions_Rmse,Mentions_Bias
Going deeper in facial expression recognition using deep neural networks,"['A Mollahosseini', 'D Chan']",2016,1263,Facial Expression Recognition 2013 machine learning,machine learning algorithms have been proposed for automated Facial Expression Recognition  ( ) database was introduced in the ICML 2013 Challenges in Representation Learning [1],No DOI,2016 IEEE Winter …,https://arxiv.org/abs/1511.04110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multimodal learning for facial expression recognition,"['W Zhang', 'Y Zhang', 'L Ma', 'J Guan', 'S Gong']",2015,133,Facial Expression Recognition 2013 machine learning,"Facial expression presents a rich source of  facial expression recognition (FER) is an  important and challenging problem in the communities of computer vision and pattern recognition,",No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S003132031500151X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 machine learning,"Although, traditional machine learning approaches have been successful when classifying   ) database was introduced in the ICML 2013 Challenges in Representation Learning [6]. The",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via learning deep sparse autoencoders,"['N Zeng', 'H Zhang', 'B Song', 'W Liu', 'Y Li', 'AM Dobaie']",2018,574,Facial Expression Recognition 2013 machine learning,to establish a DSAE-based deep learning framework for facial expression recognition to  classify the expressions with high accuracy by learning the useful features from the data set.,No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231217314649,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep learning approaches for facial emotion recognition: A case study on FER-2013,"['P Giannopoulos', 'I Perikos', 'I Hatzilygeroudis']",2018,211,Facial Expression Recognition 2013 machine learning,"of deep learning approaches on facial expression recognition, more specifically on the  recognition of the existence of emotional content on facial expressions and on the recognition of",No DOI,Advances in hybridization of …,https://link.springer.com/chapter/10.1007/978-3-319-66790-4_1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via deep learning,"['X Zhao', 'X Shi', 'S Zhang']",2015,271,Facial Expression Recognition 2013 machine learning,deep learning for facial expression recognition. Motivated by very little work done on deep  learning for facial expression recognition facial expression recognition based on deep learning,No DOI,IETE technical review,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 machine learning,Each CNN model is initialized randomly and pre-trained on a larger dataset provided by the  Facial Expression Recognition (FER) Challenge 2013. The pre-trained models are then fine-,No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep neural networks with relativity learning for facial expression recognition,"['Y Guo', 'D Tao', 'J Yu', 'H Xiong', 'Y Li']",2016,127,Facial Expression Recognition 2013 machine learning,"Here we present a deep learning method termed Deep Neural Networks with Relativity   conducted facial expression recognition experiments on two widely used datasets, the FER-2013",No DOI,2016 IEEE International …,https://ieeexplore.ieee.org/document/7574736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition based on deep learning,"['H Ge', 'Z Zhu', 'Y Dai', 'B Wang', 'X Wu']",2022,105,Facial Expression Recognition 2013 machine learning,"In addition, [29] proposed a multi-stage fine-tuning strategy: in the first stage, additional  facial expression database FE R 2013 was used to fine-tune the existing pre-training model; In",No DOI,Computer Methods and Programs in …,https://www.sciencedirect.com/science/article/pii/S0169260722000062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via deep learning,"['A Fathallah', 'L Abdi', 'A Douik']",2017,120,Facial Expression Recognition 2013 machine learning,"facial expression classification. In this paper, we present a new architecture network based  on CNN for facial expressions recognition.  effective in image expression recognition on many",No DOI,2017 IEEE/ACS 14th …,https://ieeexplore.ieee.org/document/8308363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local learning with deep and handcrafted features for facial expression recognition,"['MI Georgescu', 'RT Ionescu', 'M Popescu']",2019,346,Facial Expression Recognition 2013 machine learning,"Scale Visual Recognition Challenge (ILSVRC) [23], deep learning has been  deep learning  approaches for facial expression recognition were presented at the 2013 Facial Expression",No DOI,IEEE Access,https://ieeexplore.ieee.org/abstract/document/8716652/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 machine learning,deep learning technique and propose effective architectures of Convolutional Neural Networks  to solve the problem of facial expression recognition.  Since FERC-2013 dataset is much,No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 machine learning,"and machine learning, various facial expression recognition (FER) systems have been explored  to encode expression information from facial  However, since 2013, emotion recognition",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic recognition of student engagement using deep learning and facial expression,"['O Mohamad Nezami', 'M Dras', 'L Hamey']",2020,134,Facial Expression Recognition 2013 machine learning,"use the facial expression recognition 2013 (FER-2013) dataset [ 25,109 for training our  facial expression recognition model. To  evaluation of our facial expression recognition model.",No DOI,… on machine learning …,https://link.springer.com/chapter/10.1007/978-3-030-46133-1_17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A compact deep learning model for robust facial expression recognition,"['CM Kuo', 'SH Lai', 'M Sarkis']",2018,193,Facial Expression Recognition 2013 machine learning,"In this paper, we propose a compact frame-based facial expression recognition framework  for facial expression recognition which achieves very competitive performance with respect to",No DOI,… vision and pattern recognition …,https://openaccess.thecvf.com/content_cvpr_2018_workshops/papers/w41/Kuo_A_Compact_Deep_CVPR_2018_paper.pdf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition: A survey,"['Y Huang', 'F Chen', 'S Lv', 'X Wang']",2019,197,Facial Expression Recognition 2013 machine learning,"artificial intelligence, automatic recognition of facial expressions  The study of Facial Expression  Recognition (FER) has received  in many machine learning tasks including identification,",No DOI,Symmetry,https://www.sciencedirect.com/science/article/pii/S1877050915021225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi angle optimal pattern-based deep learning for automatic facial expression recognition,"['DK Jain', 'Z Zhang', 'K Huang']",2020,116,Facial Expression Recognition 2013 machine learning,"This paper proposed the MAOP-DL for the clear image analysis and effective learning of  facial expressions. The selection of key point features based on intensity difference analysis,",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865517302313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial emotion detection using deep learning,"['A Jaiswal', 'AK Raju', 'S Deb']",2020,171,Facial Expression Recognition 2013 machine learning,"In this paper, we have proposed a deep learning based facial emotion detection method   and FERC-2013. The performance evaluation of the proposed facial emotion detection model is",No DOI,2020 international conference for …,https://ieeexplore.ieee.org/document/9154121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep-emotion: Facial expression recognition using attentional convolutional network,"['S Minaee', 'M Minaei', 'A Abdolrashidi']",2021,689,Facial Expression Recognition 2013 machine learning,"a deep learning-based framework for facial expression  , the FER-2013 dataset is more  challenging than the other facial  on four popular facial expression recognition databases and",No DOI,Sensors,https://www.mdpi.com/1424-8220/21/9/3046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Going deeper in facial expression recognition using deep neural networks,"['A Mollahosseini', 'D Chan']",2016,1263,Facial Expression Recognition 2013 machine learning,machine learning algorithms have been proposed for automated Facial Expression Recognition  ( ) database was introduced in the ICML 2013 Challenges in Representation Learning [1],No DOI,2016 IEEE Winter …,https://arxiv.org/abs/1511.04110,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multimodal learning for facial expression recognition,"['W Zhang', 'Y Zhang', 'L Ma', 'J Guan', 'S Gong']",2015,133,Facial Expression Recognition 2013 machine learning,"Facial expression presents a rich source of  facial expression recognition (FER) is an  important and challenging problem in the communities of computer vision and pattern recognition,",No DOI,Pattern Recognition,https://www.sciencedirect.com/science/article/pii/S003132031500151X,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 machine learning,"Although, traditional machine learning approaches have been successful when classifying   ) database was introduced in the ICML 2013 Challenges in Representation Learning [6]. The",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition via learning deep sparse autoencoders,"['N Zeng', 'H Zhang', 'B Song', 'W Liu', 'Y Li', 'AM Dobaie']",2018,574,Facial Expression Recognition 2013 machine learning,to establish a DSAE-based deep learning framework for facial expression recognition to  classify the expressions with high accuracy by learning the useful features from the data set.,No DOI,Neurocomputing,https://www.sciencedirect.com/science/article/pii/S0925231217314649,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A facial expression recognition system using convolutional networks,"['AT Lopes', 'E De Aguiar']",2015,148,Facial Expression Recognition 2013 machine learning,"a simple solution for facial expression recognition that uses a  Abstract—Facial expression  recognition has been an active  is not an easy problem for machine learning methods, since",No DOI,2015 28th SIBGRAPI …,https://ieeexplore.ieee.org/document/7314574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 classification,"Finally, they classify facial expressions using a single layered neural network.  to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 classification,"Finally, they classify facial expressions using a single layered neural network.  to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 classification,"However, since 2013, emotion recognition competitions such as FER2013 [21] and  Then,  these parsed face components were classified by a stacked autoencoder. In [141], a multiscale",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 classification,"Finally, they classify facial expressions using a single layered neural network.  to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 classification,"However, since 2013, emotion recognition competitions such as FER2013 [21] and  Then,  these parsed face components were classified by a stacked autoencoder. In [141], a multiscale",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 classification,"(CNNs) have achieved in image recognition and classification, we propose a CNN-based   , we use the newly released Facial Expression Recognition 2013 (FER2013) dataset. The",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 classification,"Finally, they classify facial expressions using a single layered neural network.  to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 classification,"However, since 2013, emotion recognition competitions such as FER2013 [21] and  Then,  these parsed face components were classified by a stacked autoencoder. In [141], a multiscale",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 classification,"(CNNs) have achieved in image recognition and classification, we propose a CNN-based   , we use the newly released Facial Expression Recognition 2013 (FER2013) dataset. The",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Using CNN for facial expression recognition: a study of the effects of kernel size and number of filters on accuracy,"['A Agrawal', 'N Mittal']",2020,300,Facial Expression Recognition 2013 classification,classification. This has led to increased efforts in solving the problem of facial expression  recognition  This work tries to overcome this limitation by using FER-2013 dataset as starting,No DOI,The Visual Computer,https://link.springer.com/article/10.1007/s00371-019-01630-9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition from world wild web,"['A Mollahosseini', 'B Hasani', 'MJ Salvador']",2016,105,Facial Expression Recognition 2013 classification,"extraction, and 3) classification. Preprocessing and registration  classification accuracy in  both face identification and facial  networks for facial expression recognition recently published",No DOI,… pattern recognition …,https://arxiv.org/abs/1605.03639,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition using deep convolutional neural networks,"['DV Sang', 'N Van Dat']",2017,104,Facial Expression Recognition 2013 classification,"Finally, they classify facial expressions using a single layered neural network.  to tackle  the problem of facial expression recognition. Since FERC-2013 dataset is much smaller than",No DOI,2017 9th International Conference on …,https://ieeexplore.ieee.org/document/8119447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep facial expression recognition: A survey,"['S Li', 'W Deng']",2020,1919,Facial Expression Recognition 2013 classification,"However, since 2013, emotion recognition competitions such as FER2013 [21] and  Then,  these parsed face components were classified by a stacked autoencoder. In [141], a multiscale",No DOI,IEEE transactions on affective computing,https://arxiv.org/abs/1804.08348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Facial expression recognition with CNN ensemble,"['K Liu', 'M Zhang', 'Z Pan']",2016,216,Facial Expression Recognition 2013 classification,"(CNNs) have achieved in image recognition and classification, we propose a CNN-based   , we use the newly released Facial Expression Recognition 2013 (FER2013) dataset. The",No DOI,2016 international conference on …,https://ieeexplore.ieee.org/document/7756145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Using CNN for facial expression recognition: a study of the effects of kernel size and number of filters on accuracy,"['A Agrawal', 'N Mittal']",2020,300,Facial Expression Recognition 2013 classification,classification. This has led to increased efforts in solving the problem of facial expression  recognition  This work tries to overcome this limitation by using FER-2013 dataset as starting,No DOI,The Visual Computer,https://link.springer.com/article/10.1007/s00371-019-01630-9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Framework for reliable, real-time facial expression recognition for low resolution images","['RA Khan', 'A Meyer', 'H Konik', 'S Bouakaz']",2013,183,Facial Expression Recognition 2013 classification,"expressions (Bartlett et al., 2002). In this work, we propose a facial expression recognition   For comparison and reporting results, we have used the classification results obtained by",No DOI,Pattern Recognition Letters,https://www.sciencedirect.com/science/article/pii/S0167865513001268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image based static facial expression recognition with multiple deep network learning,"['Z Yu', 'C Zhang']",2015,741,Facial Expression Recognition 2013 classification,", where one seeks to automatically classify a set of static  -the-art face detectors, followed  by a classification module with  by the Facial Expression Recognition (FER) Challenge 2013.",No DOI,Proceedings of the 2015 ACM on international …,https://dl.acm.org/doi/10.1145/2818346.2830595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fera 2015-second facial expression recognition and analysis challenge,"['MF Valstar', 'T Almaev', 'JM Girard']",2015,326,Facial Expression Recognition 2013 classification,"recognition of facial expressions, to be held in conjunction with the 11 IEEE conference on  Face and Gesture Recognition,  This problem can be approached using either a classification",No DOI,… Gesture Recognition …,https://ieeexplore.ieee.org/document/7284874/,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
